"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"4474",45,"1","yes","2","security door | half-day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure","available",154,1900,"excellent / refurbished",0.5,"central",460000,"no","Centro_Storico",6.484
"44810",70,"1","no","2","electric gate | tavern | optic fiber | video entryphone | security door | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",138,2023,"new / under construction",0.5,"independent",285000,"yes","Esterno",9.311
"4492",55,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc","available",123,2023,"new / under construction",1,"independent",222000,"no","Esterno",10.036
"450",80,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | closet | terrace | centralized tv system | cellar | window frames in triple glass / pvc","available",188,2027,"new / under construction",2,"central",325000,"no","Esterno",11.385
"45110",50,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | centralized tv system | partially furnished | window frames in double glass / pvc","unknown",117,1960,"excellent / refurbished",5,"central",159000,"no","Esterno",8.272
"4523",96,"2","yes","3","electric gate | optic fiber | video entryphone | security door | terrace | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",109,2023,"new / under construction",1,"central",340000,"yes","Esterno",7.193
"45310",55,"1","yes","2","optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc","available",117,1940,"excellent / refurbished",1,"independent",229000,"no","Esterno",9.754
"454",100,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | window frames in triple glass / pvc","available",133,2024,"new / under construction",2,"independent",785000,"no","Circonvalla",11.292
"4554",75,"1","yes","1","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal","available",165,2019,"new / under construction",5,"central",445000,"yes","Esterno",15.228
"4569",72,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | single tv system | cellar | shared garden | window frames in double glass / pvc","available",128,1970,"excellent / refurbished",5,"central",285000,"no","Esterno",10.184
"4576",190,"1","yes","4","optic fiber | security door | closet | balcony | terrace | centralized tv system | partially furnished | window frames in glass / pvcdouble exposure","unknown",126,1998,"good condition / liveable",4,"central",299000,"no","Esterno",10.703
"458",84,"1","yes","2","electric gate | optic fiber | video entryphone | security door | balcony | terrace | cellar | double exposure","unknown",138,2024,"new / under construction",2,"independent",4e+05,"yes","Esterno",6.008
"4595",57,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | centralized tv system | window frames in double glass / metal","available",220,2018,"new / under construction",5,"central",182500,"no","Esterno",7.812
"46010",130,"2","yes","4","optic fiber | video entryphone | security door | external exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",110,2024,"new / under construction",2,"central",505000,"no","Esterno",8.086
"46110",133,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | cellar | window frames in double glass / pvc","available",128,2024,"new / under construction",7,"independent",575000,"yes","Esterno",9.594
"4622",95,"2","yes","3","electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | terrace","available",174,1959,"excellent / refurbished",2,"central",1100000,"no","Centro_Storico",5.726
"4633",40,"1","no","2","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | centralized tv system | shared garden | window frames in double glass / pvc","available",119,2024,"new / under construction",0.5,"independent",176000,"no","Esterno",8.104
"46410",150,"2","yes","4","security door | balcony | terrace | centralized tv system | cellar | window frames in double glass / wood | double exposure","unknown",133,1970,"good condition / liveable",6,"central",1450000,"yes","Circonvalla",6.254
"46510",47,"1","no","2","security door | balcony | centralized tv system | window frames in double glass / metal | double exposure","unknown",168,1930,"good condition / liveable",2,"independent",190000,"no","Esterno",4.38
"46610",55,"1","yes","2","optic fiber | video entryphone | security door | internal exposure | half-day concierge | centralized tv system | cellar | private garden | window frames in double glass / pvc","available",152,2023,"new / under construction",0,"central",291000,"no","Esterno",10.347
"46710",48,"1","no","2","external exposure | balcony | centralized tv system | cellar | window frames in glass / wood","available",128,1950,"good condition / liveable",3,"central",168000,"no","Esterno",5.453
"4687",106,"1","no","2","attic | security door | balcony | terrace | centralized tv system | window frames in glass / pvcdouble exposure","available",131,1950,"good condition / liveable",5,"independent",295000,"no","Esterno",10.366
"4694",50,"1","yes","2","optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | window frames in double glass / pvc","available",153,1970,"new / under construction",1,"independent",270000,"no","Esterno",6.133
"47010",115,"2","yes","3","terrace | full day concierge | shared garden","available",112,2010,"new / under construction",3,"central",425000,"yes","Esterno",3.362
"47110",71,"1","yes","2","none","available",117,1960,"to be refurbished",3,"independent",195000,"no","Esterno",5.991
"4721",121,"2","yes","3","electric gate | optic fiber | video entryphone | security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / metal","available",156,2023,"new / under construction",1,"central",551440,"yes","Esterno",8.943
"4738",51,"1","yes","2","electric gate | video entryphone | alarm system | security door | balcony | window frames in double glass / pvc","available",128,2024,"excellent / refurbished",1,"central",201000,"yes","Esterno",5.466
"47410",63,"1","yes","2","optic fiber | video entryphone | security door | external exposure | balcony | single tv system | cellar | window frames in double glass / pvc","available",138,1960,"good condition / liveable",1,"central",265000,"no","Esterno",8.553
"475",90,"1","yes","3","electric gate | optic fiber | security door | terrace | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure","available",112,2005,"good condition / liveable",3,"central",339000,"yes","Esterno",9.563
"4763",105,"2","yes","4","video entryphone | security door | centralized tv system | cellar | window frames in glass / metal | double exposure","available",117,1960,"good condition / liveable",0.5,"central",450000,"no","Esterno",6.987
"4777",36,"1","yes","1","electric gate | tavern | optic fiber | video entryphone | alarm system | security door | external exposure | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal","available",165,2019,"new / under construction",3,"central",235000,"yes","Esterno",17.346
"47810",120,"2","yes","3","optic fiber | video entryphone | security door | balcony | terrace | cellar | window frames in double glass / pvc","available",128,2024,"new / under construction",9,"central",555000,"yes","Esterno",5.604
"4792",124,"2","yes","4","electric gate | video entryphone | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood","unknown",125,1967,"good condition / liveable",2,"central",321555,"no","Esterno",9.302
"48010",40,"1","yes","1","electric gate | video entryphone | security door | external exposure | terrace | centralized tv system | window frames in double glass / pvc","available",143,1970,"excellent / refurbished",3,"independent",415000,"no","Circonvalla",7.106
"4813",78,"1","yes","2","electric gate | optic fiber | video entryphone | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",103,1970,"good condition / liveable",1,"central",280000,"no","Esterno",6.169
"48210",107,"2","yes","3","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal","available",127,2023,"new / under construction",6,"central",720000,"no","Circonvalla",10.402
"483",38,"1","yes","1","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | full day concierge | single tv system | furnished | shared garden | window frames in triple glass / metal","available",165,2019,"new / under construction",5,"central",260000,"yes","Esterno",16.017
"4842",95,"2","yes","3","video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in double glass / metal","unknown",148,2024,"new / under construction",4,"central",827000,"no","Centro_Storico",7.414
"48510",40,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | half-day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc","available",142,1900,"excellent / refurbished",0,"independent",329000,"no","Circonvalla",13.496
"48610",98,"1","yes","3","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | pool | centralized tv system | shared garden | window frames in glass / metal","available",148,2025,"new / under construction",9,"central",1110000,"no","Centro_Storico",13.927
"48710",77,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | centralized tv system | private garden | window frames in triple glass / pvc","available",153,2022,"new / under construction",0,"central",589000,"no","Esterno",12.645
"4881",120,"1","yes","4","attic | optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",162,1920,"excellent / refurbished",1,"central",630000,"no","Circonvalla",11.87
"4891",128,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",193,2025,"new / under construction",4,"central",895000,"yes","Centro_Storico",11.907
"49010",230,"3","yes","5+","optic fiber | alarm system | security door | terrace | full day concierge | centralized tv system | cellar | window frames in glass / wood | double exposure","unknown",169,1930,"new / under construction",5,"central",1480000,"no","Circonvalla",9.108
"49110",60,"1","no","2","security door | centralized tv system | window frames in double glass / wood","available",113,1970,"new / under construction",0.5,"independent",198000,"no","Esterno",2.346
"4921",128,"2","yes","4","optic fiber | video entryphone | security door | external exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",130,2023,"new / under construction",1,"central",508000,"no","Esterno",8.086
"49310",58,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | centralized tv system | window frames in double glass / pvc","available",168,1970,"new / under construction",-0.5,"central",175000,"no","Esterno",5.971
"4947",135,"2","yes","4","electric gate | video entryphone | security door | balcony | terrace | full day concierge | pool | centralized tv system | shared garden | window frames in glass / metal | double exposure","available",153,2025,"new / under construction",4,"central",1229600,"no","Esterno",15.55
"4959",84,"2","no","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | centralized tv system | cellar | private garden | window frames in triple glass / pvc","available",113,2023,"new / under construction",0,"independent",350000,"no","Esterno",14.313
"496",73,"2","yes","2","electric gate | video entryphone | security door | terrace | full day concierge | shared garden | double exposure","available",110,2025,"new / under construction",2,"central",380000,"no","Esterno",6.378
"4976",60,"1","no","2","security door | balcony | window frames in double glass / pvcdouble exposure","unknown",132,1960,"good condition / liveable",4,"central",250000,"no","Esterno",2.551
"4981",57,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | tv system with satellite dish | window frames in double glass / metal | double exposure","available",165,2024,"new / under construction",0.5,"independent",495000,"no","Esterno",12.531
"49910",55,"1","yes","2","electric gate | security door | balcony | centralized tv system | cellar | window frames in double glass / metal | double exposure","unknown",154,1950,"good condition / liveable",3,"independent",349000,"no","Centro_Storico",5.719
"500",131,"3","yes","5+","shared garden","unknown",112,1966,"excellent / refurbished",0,"central",391000,"no","Esterno",0.834
"5013",53,"1","yes","2","security door | internal exposure | balcony | centralized tv system | cellar | window frames in double glass / pvc","available",126,1960,"excellent / refurbished",4,"central",188000,"no","Esterno",4.876
"50210",84,"1","yes","3","balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",104,1960,"good condition / liveable",6,"central",250000,"no","Esterno",4.068
"5034",115,"2","yes","4","electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | cellar | private garden | window frames in double glass / pvcdouble exposure","available",146,1960,"excellent / refurbished",6,"central",475000,"no","Esterno",8.511
"50410",27,"1","yes","1","full day concierge | shared garden","unknown",162,1900,"good condition / liveable",1,"central",115000,"no","Esterno",1.825
"50510",125,"2","no","4","balcony | cellar | double exposure","available",167,1940,"to be refurbished",3,"central",790000,"no","Centro_Storico",2.371
"50610",35,"1","no","1","attic | optic fiber | security door | internal exposure | centralized tv system | partially furnished | shared garden | window frames in double glass / wood","available",153,1930,"good condition / liveable",0.5,"independent",115000,"no","Esterno",10.172
"5075",60,"2","no","3","electric gate | tavern | optic fiber | video entryphone | security door | internal exposure | balcony | terrace | centralized tv system | cellar | private garden | window frames in double glass / pvc","available",131,2024,"excellent / refurbished",2,"independent",276000,"no","Esterno",14.86
"50810",54,"1","yes","2","optic fiber | video entryphone | security door | internal exposure | single tv system | window frames in triple glass / metal","available",133,2024,"new / under construction",2,"central",390000,"no","Circonvalla",10.066
"509",130,"2","yes","4","optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure","available",130,1960,"good condition / liveable",1,"central",628000,"no","Circonvalla",9.073
"51010",119,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | centralized tv system | cellar | private garden | window frames in triple glass / pvc","available",188,2027,"new / under construction",0,"central",468000,"no","Esterno",11.366
"51110",150,"2","yes","4","electric gate | optic fiber | video entryphone | security door | internal exposure | full day concierge | cellar | shared garden | window frames in double glass / pvc","available",155,2020,"excellent / refurbished",-0.5,"independent",6e+05,"no","Esterno",7.754
"5126",87,"1","yes","2","hydromassage | electric gate | optic fiber | video entryphone | security door | internal exposure | terrace | pool | shared garden | window frames in double glass / pvc","available",112,2023,"new / under construction",1,"independent",350000,"no","Esterno",15.812
"51310",70,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in double glass / metal","available",188,2027,"new / under construction",5,"central",409000,"no","Esterno",14.612
"51410",113,"2","yes","3","external exposure | terrace | private garden | window frames in double glass / pvc","available",130,2024,"new / under construction",1,"central",505000,"no","Esterno",7.957
"5156",112,"2","yes","3","electric gate | video entryphone | security door | terrace | full day concierge | shared garden | double exposure","available",126,2025,"new / under construction",2,"central",588000,"no","Esterno",6.378
"5162",95,"1","yes","3","security door | balcony | double exposure","available",124,1930,"good condition / liveable",2,"central",445000,"no","Esterno",2.026
"5177",45,"1","yes","2","electric gate | optic fiber | video entryphone | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal","available",175,1959,"excellent / refurbished",0.5,"central",279000,"no","Circonvalla",11.279
"5189",50,"1","yes","2","optic fiber | security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",153,1950,"to be refurbished",3,"independent",180000,"no","Esterno",6.157
"51910",74,"1","yes","2","electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | terrace | centralized tv system | cellar | private garden | window frames in double glass / metal","available",106,2023,"new / under construction",0,"independent",272550,"no","Esterno",11.51
"5201",128,"2","yes","4","optic fiber | video entryphone | security door | external exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",130,2023,"new / under construction",4,"central",550000,"no","Esterno",8.086
"5217",110,"1","no","3","electric gate | video entryphone | security door | cellar | private garden | window frames in double glass / wood | double exposure","available",119,1400,"new / under construction",0,"central",580000,"no","Esterno",8.257
"522",93,"1","yes","3","security door | balcony | centralized tv system | cellar | window frames in double glass / metal | double exposure","unknown",104,1960,"good condition / liveable",3,"central",235000,"no","Esterno",4.922
"5239",45,"1","yes","2","security door | half-day concierge | centralized tv system | window frames in double glass / wood | double exposure","available",154,1900,"new / under construction",0.5,"independent",460000,"no","Centro_Storico",5.65
"5242",41,"1","yes","1","electric gate | video entryphone | alarm system | security door | balcony | window frames in double glass / pvc","available",128,2024,"excellent / refurbished",2,"central",161000,"yes","Esterno",5.466
"5259",92,"2","no","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | centralized tv system | cellar | private garden | window frames in double glass / pvc","available",137,2024,"new / under construction",0,"independent",515000,"yes","Esterno",10.702
"5261",80,"1","yes","3","electric gate | optic fiber | security door | full day concierge | shared garden | window frames in double glass / wood","available",144,1980,"good condition / liveable",0.5,"central",350000,"no","Esterno",5.031
"52710",80,"1","no","3","optic fiber | security door | balcony | terrace | centralized tv system | shared garden | window frames in double glass / wood | double exposure","available",112,1600,"to be refurbished",1,"independent",440000,"no","Esterno",6.947
"5281",117,"1","yes","3","electric gate | optic fiber | video entryphone | security door | balcony | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in triple glass / metal | double exposure","available",188,2024,"new / under construction",6,"central",869000,"yes","Esterno",17.127
"52910",60,"1","yes","2","electric gate | optic fiber | video entryphone | security door | internal exposure | terrace | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood","available",109,2005,"excellent / refurbished",1,"independent",245000,"yes","Esterno",12.514
"5301",106,"2","yes","3","tavern | optic fiber | video entryphone | alarm system | security door | terrace | single tv system | partially furnished | window frames in double glass / pvcdouble exposure","available",165,2024,"new / under construction",0.5,"independent",695000,"no","Esterno",14.334
"53110",55,"1","yes","2","security door | external exposure | full day concierge | centralized tv system | window frames in double glass / wood","available",130,1960,"excellent / refurbished",0.5,"central",335000,"no","Circonvalla",5.159
"5325",75,"2","yes","3","optic fiber | video entryphone | security door | internal exposure | balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",169,1920,"excellent / refurbished",1,"central",6e+05,"no","Circonvalla",6.817
"5331",121,"2","yes","4","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",188,2024,"new / under construction",3,"central",682000,"no","Esterno",14.108
"5341",85,"2","no","3","optic fiber | security door | internal exposure | centralized tv system | shared garden | window frames in double glass / pvc","available",153,1940,"excellent / refurbished",0,"independent",360000,"no","Esterno",5.058
"53510",97,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / pvcdouble exposure","available",169,2025,"new / under construction",4,"central",955000,"no","Circonvalla",9.188
"536",140,"2","yes","4","electric gate | video entryphone | security door | closet | balcony | cellar | double exposure","available",124,1958,"good condition / liveable",2,"central",565000,"yes","Esterno",5.442
"5371",640,"3+","yes","5+","electric gate | fireplace | optic fiber | video entryphone | alarm system | security door | closet | cellar | double exposure","unknown",167,1700,"excellent / refurbished",0,"independent",2800000,"yes","Centro_Storico",10.416
"5383",50,"1","yes","2","electric gate | attic | optic fiber | security door | internal exposure | full day concierge | centralized tv system | shared garden | window frames in double glass / pvc","available",126,1958,"good condition / liveable",5,"central",150000,"no","Esterno",10.072
"53910",52,"1","yes","2","optic fiber | security door | centralized tv system | shared garden | window frames in double glass / wood | double exposure","unknown",145,1970,"excellent / refurbished",3,"central",359000,"no","Esterno",4.898
"5406",87,"2","no","3","optic fiber | video entryphone | security door | centralized tv system | private garden | window frames in double glass / pvc","available",131,2023,"new / under construction",0,"independent",357000,"no","Esterno",6.242
"54110",210,"2","yes","5","optic fiber | security door | internal exposure | full day concierge | centralized tv system | shared garden","available",135,1940,"to be refurbished",0.5,"central",980000,"yes","Centro_Storico",4.339
"5423",83,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | cellar | window frames in double glass / pvc","available",128,2024,"new / under construction",4,"independent",320000,"yes","Esterno",9.594
"543",227,"3","yes","5","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | only kitchen furnished | cellar | shared garden | window frames in triple glass / pvc","unknown",137,2024,"new / under construction",1,"central",1530000,"yes","Esterno",15.898
"544",77,"2","yes","3","optic fiber | video entryphone | security door | external exposure | balcony | terrace | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",152,2023,"new / under construction",1,"central",411000,"no","Esterno",10.585
"545",141,"2","yes","4","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | balcony | terrace | centralized tv system | window frames in triple glass / pvc","available",133,2024,"new / under construction",2,"independent",1240000,"no","Circonvalla",11.804
"5466",168,"2","yes","3","optic fiber | video entryphone | alarm system | security door | terrace | single tv system | partially furnished | window frames in double glass / pvcdouble exposure","available",165,2024,"new / under construction",3,"independent",1530000,"no","Esterno",10.68
"54710",70,"1","no","2","security door | half-day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",171,1900,"good condition / liveable",1,"central",330000,"no","Circonvalla",4.906
"5487",70,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in double glass / metal","available",188,2027,"new / under construction",3,"central",403000,"no","Esterno",14.612
"5496",116,"2","no","4","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | cellar | private garden | window frames in double glass / pvc","available",137,2024,"new / under construction",0,"independent",679000,"yes","Esterno",12.238
"55010",95,"2","yes","3","security door | balcony | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",175,2013,"excellent / refurbished",1,"central",820000,"no","Circonvalla",8.079
"55110",137,"2","yes","3","electric gate | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",153,1950,"good condition / liveable",4,"central",549000,"yes","Esterno",8.13
"55210",79,"1","yes","2","security door | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure","available",117,1933,"good condition / liveable",3,"central",278000,"no","Esterno",6.704
"5533",53,"1","yes","2","kitchen | balcony | partially furnished | window frames in double glass / pvcexposure south, west","available",175,1977,"excellent / refurbished",8,"central",340000,"no","Centro_Storico",13.414
"5544",72,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | centralized tv system | partially furnished | cellar | private garden | window frames in double glass / pvc","not available yet",125,2026,"new / under construction",0,"central",407000,"yes","Esterno",12.491
"55510",210,"3","yes","5","electric gate | optic fiber | video entryphone | alarm system | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",196,1960,"excellent / refurbished",3,"central",1590000,"no","Circonvalla",8.508
"5563",189,"2","yes","5+","electric gate | video entryphone | security door | terrace | half-day concierge | centralized tv system | cellar | window frames in double glass / metal | double exposure","available",143,2022,"new / under construction",0.5,"central",1100000,"yes","Circonvalla",9.435
"5573",37,"1","yes","1","optic fiber | security door | internal exposure | balcony | full day concierge | single tv system | partially furnished | cellar | window frames in glass / wood","available",145,1960,"good condition / liveable",2,"central",279000,"yes","Esterno",10.913
"5586",80,"2","no","3","tavern | video entryphone | security door | single tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",152,2023,"new / under construction",0.5,"independent",360000,"no","Esterno",10.438
"5593",60,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | single tv system | furnished | window frames in double glass / pvc","available",124,2006,"good condition / liveable",5,"independent",195000,"no","Esterno",10.348
"5606",80,"2","yes","3","electric gate | optic fiber | video entryphone | security door | internal exposure | centralized tv system | window frames in double glass / pvc","available",168,1970,"new / under construction",1,"central",390000,"no","Esterno",5.726
"5611",84,"1","yes","3","optic fiber | video entryphone | security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",130,2023,"new / under construction",1,"central",334000,"no","Esterno",7.841
"5628",100,"1","no","2","optic fiber | video entryphone | security door | internal exposure | terrace | single tv system | window frames in triple glass / metal","available",133,2024,"new / under construction",0,"central",620000,"no","Circonvalla",11.602
"5638",108,"1","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | window frames in triple glass / pvc","available",133,2024,"new / under construction",1,"independent",808000,"no","Circonvalla",11.292
"56410",160,"2","yes","4","security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure","available",128,1937,"good condition / liveable",3,"independent",680000,"yes","Esterno",5.551
"56510",88,"2","yes","3","electric gate | optic fiber | video entryphone | security door | terrace | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure","available",113,2024,"new / under construction",5,"independent",459000,"no","Centro_Storico",8.623
"5667",50,"1","yes","2","video entryphone | security door | external exposure | balcony | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / wood","available",144,1960,"excellent / refurbished",1,"central",390000,"no","Esterno",8.746
"5677",52,"1","yes","1","electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in triple glass / metal","available",165,2019,"new / under construction",6,"central",340000,"yes","Esterno",15.228
"56810",114,"2","yes","3","electric gate | optic fiber | video entryphone | security door | internal exposure | balcony | terrace | full day concierge | shared garden | window frames in triple glass / pvc","available",162,2023,"new / under construction",4,"central",860000,"yes","Circonvalla",11.501
"569",40,"1","yes","1","electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure","available",148,1900,"excellent / refurbished",4,"central",495000,"no","Centro_Storico",6.619
"57010",56,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | balcony | terrace | centralized tv system | partially furnished | cellar | private garden | window frames in double glass / pvc","not available yet",125,2026,"new / under construction",0,"central",318500,"yes","Esterno",14.54
"571",100,"1","yes","3","optic fiber | security door | internal exposure | balcony | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvc","available",76,1960,"excellent / refurbished",4,"central",280000,"yes","Esterno",7.901
"57210",90,"2","yes","3","optic fiber | security door | balcony | half-day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure","available",126,1958,"new / under construction",1,"central",525000,"no","Esterno",7.609
"5733",84,"1","no","3","electric gate | optic fiber | video entryphone | security door | external exposure | tv system with satellite dish | private garden | window frames in triple glass / metal","available",132,2023,"new / under construction",0,"independent",380000,"no","Esterno",15.349
"5744",101,"1","yes","3","electric gate | optic fiber | video entryphone | security door | terrace | half-day concierge | pool | shared garden | window frames in double glass / pvcdouble exposure","available",112,2023,"new / under construction",1,"independent",404000,"no","Esterno",12.733
"5757",57,"1","yes","2","optic fiber | security door | external exposure | centralized tv system | partially furnished | cellar | window frames in double glass / wood","available",148,1960,"excellent / refurbished",0.5,"central",416000,"no","Centro_Storico",6.9
"5761",79,"1","yes","2","security door | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure","available",117,1933,"good condition / liveable",3,"central",278000,"no","Esterno",6.704
"57710",86,"1","yes","2","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | pool | centralized tv system | private garden | window frames in double glass / pvcdouble exposure","available",132,2022,"new / under construction",0,"independent",415000,"no","Esterno",15.676
"57810",184,"3","yes","4","internal exposure | terrace | cellar | shared garden","unknown",113,2025,"new / under construction",4,"independent",760000,"no","Esterno",4.489
"579",50,"1","yes","2","electric gate | optic fiber | video entryphone | security door | external exposure | balcony | terrace | centralized tv system | window frames in double glass / wood","available",70,2000,"good condition / liveable",2,"independent",189000,"no","Esterno",8.12
"5803",42,"1","yes","1","optic fiber | security door | external exposure | centralized tv system | partially furnished | cellar | window frames in double glass / wood","available",148,1960,"excellent / refurbished",3,"central",319000,"no","Centro_Storico",6.9
"5816",111,"2","yes","3","electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | terrace | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / wood","available",1,2008,"new / under construction",4,"independent",465000,"no","Esterno",13.105
"5821",55,"1","no","2","optic fiber | security door | internal exposure | balcony | centralized tv system | partially furnished | window frames in double glass / pvc","available",153,1930,"excellent / refurbished",3,"independent",225000,"no","Esterno",6.525
"58310",173,"2","yes","4","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | pool | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",188,2027,"new / under construction",1,"central",1071000,"no","Esterno",14.108
"58410",107,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | cellar | window frames in triple glass / pvc","available",188,2027,"new / under construction",2,"central",405000,"no","Esterno",8.989
"5854",120,"2","yes","4","optic fiber | security door | balcony | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",151,1960,"excellent / refurbished",3,"central",949000,"no","Circonvalla",3.833
"5866",93,"2","yes","3","electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",144,2024,"new / under construction",1,"central",652000,"no","Esterno",8.185
